No,LocID,Location,MidPeriod,TFR,NRR,CBR,Births,LEx,IMR,Deaths,CNMR,GrowthRate,NatIncr,SRB,RANDOM
1163,2035,UNICEF REGIONS,2013,2.517,1.108,19.468,697771.107,70.88,33.915,274797.689,0,1.18,11.801,1.07,0.177977111
50,51,Armenia,2013,1.72,0.789,15.129,219.475,73.99,13.229,140.702,-2.105,0.333,5.43,1.138,0.477376188
511,242,Fiji,2008,2.75,1.255,22.44,94.33,66.38,19.583,32.43,-5.636,0.909,14.725,1.06,0.680110925
897,1835,Oceania (excluding Australia and New Zealand),2018,3.457,1.544,26.137,1546.483,66.29,35.981,417.983,-1.428,1.766,19.073,1.08,0.893919911
1156,1591,UNICEF Programme Regions: South Asia (ROSA),2008,2.942,1.269,23.937,188964.927,65.62,52.757,60252.137,-1.112,1.52,16.304,1.09,0.404097062
483,231,Ethiopia,2018,4.3,1.912,32.571,17572.229,65.97,37,3594.097,0.278,2.623,25.909,1.04,0.026345868
708,426,Lesotho,2018,3.164,1.331,27.034,283.944,53.51,62.252,150.481,-4.783,0.793,12.707,1.027,0.306516165
559,1522,Group of Seven (G7),2008,1.786,0.852,11.651,42378.807,79.93,5.213,31724.146,2.959,0.589,2.929,1.05,0.032027581
129,64,Bhutan,2018,2,0.929,17.492,65.573,71.28,24.063,23.446,0.427,1.167,11.238,1.04,0.025183428
984,882,Samoa,2018,3.903,1.833,24.537,24.042,73.11,13.445,5.13,-14.302,0.5,19.301,1.08,0.726112552
1207,784,United Arab Emirates,2008,1.97,0.95,12.733,418.206,75.86,7.714,48.877,109.374,12.449,11.245,1.045,0.55166579
1055,724,Spain,2013,1.325,0.638,9.598,2245.954,82.51,2.879,1984.6,-2.224,-0.111,1.117,1.064,0.375318573
936,616,Poland,2018,1.42,0.685,9.875,1873.378,78.46,3.277,1913.875,-0.775,-0.099,-0.214,1.056,0.827345929
68,36,Australia,2013,1.885,0.908,13.379,1541.522,82.36,3.627,753.08,8.587,1.544,6.843,1.057,0.389537745
326,1075,ESCAP region: Pacific,2013,2.436,1.118,17.437,3343.776,77.35,20.459,1315.553,4.994,1.558,10.577,1.07,0.539569642
863,1615,Non-Self-Governing Territories,2013,2.276,1.078,17.617,141.461,75.34,19.712,43.698,-2.092,1.009,12.175,1.04,0.367838681
203,156,China,2013,1.64,0.747,12.708,88181.934,75.14,12.276,48592.464,-0.224,0.548,5.705,1.15,0.370473766
674,904,Latin America and the Caribbean,2018,2.045,0.967,16.51,52746.134,75.24,15.454,20110.465,-0.816,0.94,10.215,1.05,0.174679561
570,316,Guam,2018,2.319,1.112,16.618,13.736,79.77,8.693,4.281,-3.063,0.838,11.439,1.058,0.308554702
781,484,Mexico,2008,2.4,1.139,20.746,11415.335,75.18,17.144,2765.168,-1.022,1.471,15.721,1.05,0.909302506
388,1064,ESCAP: high income,2008,1.364,0.655,9.523,10277.358,81.96,3.137,8083.852,2.073,0.411,2.032,1.06,0.857629094
1010,703,Slovakia,2013,1.38,0.666,10.451,283.228,76.23,5.421,263.259,0.419,0.116,0.737,1.05,0.202045773
810,1484,More developed: Europe,2018,1.61,0.777,10.424,38847.368,78.33,4.167,41075.387,1.826,0.123,-0.598,1.06,0.020062804
1048,1534,Southern Common Market (MERCOSUR),2008,2.066,0.975,17.425,24156.847,72.86,19.892,8726.494,-0.401,1.073,11.13,1.05,0.202262036
838,540,New Caledonia,2008,2.28,1.087,17.914,21.943,75.18,15.101,6.562,1.392,1.395,12.557,1.05,0.320504466
828,516,Namibia,2018,3.415,1.556,28.835,350.047,63.02,33.382,100.008,-1.979,1.863,20.597,1.011,0.660438616
827,516,Namibia,2013,3.625,1.625,30.525,338.352,60.39,38.56,105.29,-3.341,1.77,21.026,1.009,0.969470015
108,2067,Belt-Road Initiative (BRI),2018,2.994,1.325,23.053,377879.489,69.5,35.742,124168.896,-0.264,1.522,15.478,1.05,0.59708127
1285,1595,WHO: Eastern Mediterranean Region (EMRO),2008,3.574,1.578,28.092,78930.417,67.3,49.129,18453.648,0.804,2.235,21.524,1.06,0.816270475
544,1536,Greater Arab Free Trade Area (GAFTA),2008,3.358,1.537,26.637,42516.547,70.26,29.404,8754.651,2.489,2.367,21.152,1.05,0.973338506
1235,840,United States of America,2013,1.875,0.903,12.544,19753.686,78.94,5.959,12848.569,3.151,0.754,4.385,1.048,0.547809702
1169,2034,UNICEF Regions: Eastern Europe and Central Asia,2013,1.943,0.907,15.179,31144.972,71.56,14.438,22085.4,1.324,0.574,4.415,1.06,0.425212
726,1481,Less developed: Latin America and the Caribbean,2018,2.045,0.967,16.51,52746.134,75.24,15.454,20110.465,-0.816,0.94,10.215,1.05,0.436734593
530,266,Gabon,2013,4.1,1.819,33.247,296.88,63.35,41.912,73.65,11.234,3.633,24.999,1.03,0.653427436
1180,2037,UNICEF Regions: Middle East and North Africa,2008,2.879,1.338,23.904,43700.791,71.88,24.23,9359.213,2.547,2.135,18.785,1.06,0.842230939
817,504,Morocco,2008,2.53,1.168,20.958,3290.394,73.41,26.602,837.424,-3.6,1.203,15.624,1.059,0.954869667
1187,2038,UNICEF Regions: South Asia,2013,2.566,1.133,21.056,178354.346,67.7,43.427,60111.515,-0.907,1.306,13.959,1.09,0.123717087
393,2054,ESCAP: income groups,2018,2.119,0.956,16.101,364681.378,73.22,24.633,162516.587,-0.297,0.863,8.926,1.09,0.376878126
138,68,Bolivia (Plurinational State of),2018,2.75,1.244,21.882,1233.184,71.08,29.707,382.373,-0.843,1.426,15.097,1.05,0.013906359
389,1064,ESCAP: high income,2013,1.423,0.684,9.29,10210.812,82.85,2.675,8945.929,2.064,0.321,1.151,1.06,0.285516266
1195,2030,UNICEF Regions: Western Europe,2008,1.592,0.764,10.788,25838.38,79.56,4.017,22844.671,3.074,0.432,1.25,1.06,0.264121175
1149,2041,UNICEF Programme Regions: Latin America,2018,2.049,0.969,16.577,52338.039,75.2,15.492,19796.608,-0.67,0.964,10.307,1.05,0.369216725
916,586,Pakistan,2008,4.168,1.758,30.804,26162.255,64.49,75.641,6701.819,-0.4,2.254,22.913,1.086,0.17679335
365,1058,ESCAP: Pacific island dev. econ.,2013,3.649,1.613,27.634,1494.506,64.97,41.135,408.299,-2.266,1.783,20.084,1.08,0.61927641
405,2055,ESCAP: lower middle income,2018,2.255,1.056,17.784,50745.96,73.01,17.248,18069.888,-0.581,1.087,11.452,1.05,0.072023079
178,140,Central African Republic,2008,5.3,1.893,39.95,841.457,46,99.651,367.457,-5.964,1.655,22.504,1.03,0.384155403
1072,752,Sweden,2008,1.891,0.911,11.88,547.326,81.06,2.568,458.237,5.697,0.763,1.934,1.06,0.070778957
1172,2039,UNICEF Regions: Eastern and Southern Africa,2013,4.612,1.997,35.404,86301.738,60.66,50.795,21032.32,-0.586,2.623,26.776,1.03,0.559683903
284,203,Czechia,2013,1.479,0.713,10.406,549.92,78.16,2.528,545.037,1.135,0.123,0.092,1.058,0.966163474
401,2051,ESCAP: lower middle HDI,2013,1.868,0.849,14.659,144210.609,74.01,16.368,67368.632,-0.343,0.747,7.811,1.12,0.790188754
664,1636,Land-locked Developing Countries (LLDC),2008,4.626,1.907,35.294,70177,58.72,63.349,20318.902,-1.952,2.315,25.075,1.04,0.062275508
1038,920,South-Eastern Asia,2018,2.223,1.034,17.585,57280.986,72.46,19.473,21151.644,-0.557,1.054,11.091,1.06,0.631501007
292,180,Democratic Republic of the Congo,2008,6.633,2.577,45.374,13538.319,55.48,83.825,3716.937,-0.146,3.284,32.917,1.03,0.760613551
377,2046,ESCAP: WB Lower middle income econ.,2013,2.525,1.126,20.789,229275.685,68.4,38.709,76511.875,-0.825,1.303,13.851,1.08,0.812594806
859,1518,No income group available,2008,2.609,1.24,19.546,251.82,77.05,14.267,72.223,-2.439,1.15,13.94,1.04,0.72412661
1297,1543,West African Economic and Monetary Union (UEMOA),2008,5.94,2.33,42.852,19463.189,55.2,72.941,5454.599,-1.631,2.926,30.843,1.04,0.090132887
1270,1513,WB region: South Asia (excluding high income),2008,2.942,1.269,23.937,188964.927,65.62,52.757,60252.137,-1.112,1.52,16.304,1.09,0.671978366
914,1570,Organization of the Islamic Conference (OIC),2013,3.482,1.511,27.977,231037.014,65.82,47,61282.587,-0.437,2.014,20.556,1.05,0.260361601
1265,1511,WB region: Latin America and Caribbean (excluding high income),2013,2.134,1.007,17.858,47652.796,74.12,17.85,15695.581,-1.031,1.095,11.976,1.05,0.817856153
6,903,Africa,2018,4.438,1.903,33.628,212112.876,62.66,47.455,51638.376,-0.367,2.511,25.441,1.04,0.37981772
226,2075,Commonwealth: Africa,2008,5.098,1.989,38.601,82048.369,52.91,72.977,27153.77,-0.448,2.541,25.826,1.04,0.01853763
1212,826,United Kingdom,2018,1.75,0.846,11.543,3859.679,81.15,3.763,3137.067,3.898,0.606,2.161,1.051,0.136594685
174,915,Caribbean,2018,2.201,0.998,16.637,3583.373,72.53,30.66,1721.968,-4.417,0.423,8.642,1.05,0.175537546
144,72,Botswana,2018,2.894,1.346,25.113,280.786,69.09,30.151,64.87,1.341,2.067,19.311,1.031,0.426979718
470,226,Equatorial Guinea,2013,4.994,2.037,36.171,191,56.48,73.79,56.065,17.044,4.276,25.554,1.03,0.735166525
422,2065,ESCWA: Gulf Cooperation Council countries,2013,2.469,1.201,18.328,4495.987,74.98,8.409,682.324,16.736,3.235,15.546,1.03,0.275282752
134,1569,Bolivarian Alliance for the Americas (ALBA),2013,2.401,1.124,19.248,5545.885,73.42,18.095,1859.859,-2.456,1.034,12.793,1.05,0.362435561
1037,920,South-Eastern Asia,2013,2.341,1.082,19.169,59005.95,71.17,23.994,19873.32,-0.576,1.214,12.713,1.06,0.260197584
762,466,Mali,2018,5.922,2.404,41.788,3937.479,58.71,65.797,925.415,-2.123,2.99,31.967,1.05,0.692377772
155,854,Burkina Faso,2013,5.646,2.289,40.783,3437.548,58.71,64.736,807.138,-1.483,2.978,31.207,1.046,0.191037951
1185,2032,UNICEF Regions: North America,2018,1.753,0.843,11.813,21438.111,79.15,5.7,15581.517,3.296,0.652,3.227,1.05,0.576018609
297,208,Denmark,2018,1.762,0.851,10.676,306.413,80.68,3.133,278.906,2.648,0.361,0.959,1.056,0.067524229
1200,1822,UNITED NATIONS Regional Groups of Member States,2018,2.467,1.098,18.478,700512.418,72.28,29.268,286178.918,0.001,1.093,10.929,1.07,0.26143451
779,928,Melanesia,2013,3.73,1.638,28.334,1367.805,64.07,43.075,374.861,-1.225,1.936,20.569,1.08,0.716139614
993,686,Senegal,2018,4.65,2.116,34.737,2720.091,67.47,32.747,454.617,-1.277,2.77,28.931,1.036,0.185071492
1317,900,World,2018,2.468,1.099,18.486,701277.931,72.28,29.256,286276.223,0,1.094,10.94,1.07,0.086679066
336,2061,ESCAP: ADB Developing member countries (DMCs),2018,2.154,0.971,16.606,329931.193,72.34,26.45,138394.587,-0.52,0.912,9.64,1.09,0.171149711
414,2056,ESCAP: upper middle income,2018,1.741,0.807,12.399,105413.819,76.2,9.327,63578.929,0.094,0.501,4.921,1.12,0.42000363
132,1527,Black Sea Economic Cooperation (BSEC),2018,1.81,0.858,12.794,21813.57,73.73,7.581,18869.565,1.045,0.277,1.727,1.06,0.311339495
4,903,Africa,2008,4.9,1.969,36.995,180855.457,56.78,67.714,54018.687,-0.754,2.522,25.945,1.04,0.326796123
566,312,Guadeloupe,2013,2.19,1.06,12.697,25.594,80.56,5.806,15.568,-7.857,-0.288,4.974,1.04,0.5283911
549,300,Greece,2018,1.302,0.626,7.839,413.176,81.98,2.815,569.87,-1.518,-0.449,-2.973,1.065,0.405081752
1243,858,Uruguay,2008,2.03,0.971,14.512,242.394,76.38,11.277,154.918,-2.994,0.224,5.237,1.05,0.027869935
209,344,"China, Hong Kong SAR",2013,1.204,0.565,10.485,370.968,83.4,1.594,226.2,2.117,0.621,4.092,1.117,0.520494847
601,356,India,2008,2.796,1.198,22.807,135811.549,65.53,49.457,46484.464,-0.446,1.456,15.001,1.101,0.066479917
441,906,Eastern Asia,2018,1.653,0.764,11.453,95153.345,77.76,9.335,61212.38,-0.125,0.396,4.085,1.12,0.187962324
276,192,Cuba,2018,1.617,0.777,10.217,578.587,78.69,4.486,504.751,-1.271,0.003,1.304,1.057,0.833400349
247,188,Costa Rica,2008,1.94,0.929,16.168,358.244,78.42,10.023,96.71,1.369,1.318,11.803,1.05,0.72003246
849,1109,New Zealand (and dependencies),2018,1.902,0.916,12.647,299.661,82.04,3.851,165.549,3.11,0.877,5.66,1.05,0.058225003
227,2075,Commonwealth: Africa,2013,4.823,1.967,36.639,88535.865,56.72,60.3,25529.535,-0.24,2.587,26.074,1.04,0.460791532
119,2071,Belt-Road Initiative: Latin America and the Caribbean,2013,2.216,1.045,17.934,17436.004,75.11,15.881,5726.457,-1.789,1.026,12.044,1.05,0.234705157
1052,925,Southern Europe,2013,1.405,0.667,9.275,7096.923,81.16,3.569,7472.76,0.556,0.006,-0.491,1.06,0.46006032
1082,762,Tajikistan,2013,3.607,1.673,32.165,1285.125,69.39,34.054,221.529,-3.428,2.322,26.62,1.065,0.800857273
1044,1564,Southern African Development Community (SADC),2018,4.481,1.965,34.613,58986.511,62.04,49.281,14030.758,-0.1,2.632,26.38,1.03,0.626694073
902,1505,Organisation for Economic Co-operation and Development (OECD),2013,1.791,0.844,12.1,76255.587,79.82,6.584,52158.094,2.41,0.623,3.823,1.05,0.827442867
802,901,More developed regions,2008,1.675,0.796,11.443,69917.133,76.93,6.146,61309.784,2.773,0.418,1.409,1.05,0.85429252
552,308,Grenada,2018,2.073,0.981,16.596,9.216,72.39,14.989,5.296,-1.801,0.526,7.059,1.05,0.389765492
1118,1610,UNFPA: Asia and the Pacific (AP),2013,2.195,0.977,17.649,335827.999,70.94,31.12,131817.983,-0.629,1.01,10.721,1.1,0.258141497
649,2088,LLDC: Asia,2008,3.254,1.434,26.955,18252.804,65.38,49.853,5239.677,-4.047,1.518,19.217,1.06,0.383479731
1031,1321,South Asian Association for Regional Cooperation (SAARC),2013,2.566,1.133,21.056,178354.346,67.7,43.427,60111.515,-0.907,1.306,13.959,1.09,0.775016467
954,498,Republic of Moldova,2018,1.255,0.599,10.15,205.655,71.68,12.372,235.454,-0.342,-0.181,-1.471,1.058,0.735605111
693,1475,Least developed: Africa,2018,4.966,2.142,36.905,120885.818,62.38,50.288,25933.345,-0.46,2.858,28.988,1.03,0.026711552
615,372,Ireland,2018,1.841,0.886,13.028,312.365,82.05,2.703,145.017,4.923,1.191,6.979,1.06,0.918086763
736,440,Lithuania,2008,1.417,0.682,9.685,156.606,71.86,5.967,226.129,-9.334,-1.364,-4.299,1.047,0.19315293
491,908,Europe,2018,1.61,0.777,10.424,38847.368,78.33,4.167,41075.387,1.826,0.123,-0.598,1.06,0.334186113
1049,1534,Southern Common Market (MERCOSUR),2013,1.972,0.935,16.295,23762.43,74.15,16.068,9308.287,-0.384,0.953,9.912,1.05,0.083940991
67,36,Australia,2008,1.952,0.94,13.8,1460.511,81.48,4.406,695.176,11.441,1.869,7.231,1.056,0.021184988
427,2064,ESCWA: Mashreq countries,2008,3.411,1.585,27.689,19727.046,70.41,23.655,3944.212,-0.697,2.148,22.153,1.06,0.649643817
857,566,Nigeria,2013,5.74,2.123,40.52,34405.937,51.95,74.972,11471.689,-0.353,2.67,27.01,1.059,0.367649374
204,156,China,2018,1.69,0.78,11.93,84889.903,76.62,9.894,50672.002,-0.245,0.456,4.809,1.13,0.828149704
142,72,Botswana,2008,3.035,1.315,28.193,266.859,55.87,44.154,105.761,2.845,1.988,17.02,1.031,0.598070123
254,2094,Countries with Access to the Sea: Africa,2013,4.559,1.902,34.863,145283.365,60.39,55.728,39230.13,-0.591,2.489,25.449,1.04,0.54916362
1218,1730,United Nations Economic Commission for Africa (UN-ECA),2018,4.441,1.904,33.648,211953.782,62.64,47.482,51593.604,-0.371,2.512,25.457,1.04,0.022648342
701,1478,Least developed: Oceania,2013,4.226,1.944,32.771,153.518,70.13,24.271,24.05,-2.287,2.539,27.637,1.07,0.906492397
947,634,Qatar,2013,2,0.966,10.602,117.205,79.48,7.319,12.675,54.713,6.473,9.455,1.045,0.346134015
72,927,Australia/New Zealand,2018,1.844,0.889,12.84,1889.64,83.01,3.216,980.19,5.882,1.206,6.18,1.05,0.191477444
942,620,Portugal,2018,1.288,0.621,7.836,402.869,81.75,2.961,544.509,-0.584,-0.334,-2.755,1.06,0.775875987
518,250,France,2013,1.981,0.959,12.347,3930.493,81.94,3.493,2780.665,1.331,0.494,3.612,1.047,0.356008668
1176,2029,UNICEF Regions: Europe and Central Asia,2018,1.799,0.846,12.039,55152.073,77.67,7.513,46242.318,1.725,0.367,1.945,1.06,0.201211386
976,662,Saint Lucia,2008,1.6,0.767,13.741,11.594,74.51,16.263,5.274,5.167,1.266,7.49,1.03,0.076659266
205,1105,China (and dependencies),2008,1.608,0.72,12.714,87734.101,73.8,17.901,47169.661,-0.26,0.562,5.878,1.17,0.735352707
156,854,Burkina Faso,2018,5.231,2.188,38.188,3724.647,60.92,54.213,807,-1.282,2.868,29.914,1.046,0.101856505
1034,728,South Sudan,2013,5.15,2.054,37.112,1876.361,56.06,65.813,569.071,-1.978,2.391,25.857,1.04,0.067608335
151,100,Bulgaria,2008,1.519,0.725,10.091,381.246,73.14,9.546,559.453,-2.217,-0.693,-4.717,1.057,0.242805688
807,1483,More developed: Asia,2018,1.37,0.662,7.493,4766.941,84.43,1.764,6633.416,0.562,-0.237,-2.934,1.06,0.565217756
1075,756,Switzerland,2008,1.469,0.709,10.076,382.79,81.78,4.214,305.794,9.078,1.111,2.026,1.052,0.923010738
349,1057,ESCAP: Central Asia,2008,2.493,1.135,21.749,8318.539,68.18,35.905,2974.495,-1.856,1.212,13.972,1.08,0.771771059
799,499,Montenegro,2008,1.82,0.853,13.115,40.677,74.19,10.897,32.102,-0.22,0.254,2.765,1.095,0.646765998
834,528,Netherlands,2018,1.66,0.803,10.081,858.755,82.06,2.513,742.378,0.939,0.231,1.366,1.053,0.386156468
1104,792,Turkey,2018,2.08,0.989,16.179,6587.778,77.31,8.903,2197.73,3.487,1.427,10.781,1.05,0.901007781
1079,760,Syrian Arab Republic,2013,3.1,1.465,26.058,2564.066,69.87,17.868,542.197,-54.746,-3.428,20.548,1.05,0.688327756
1026,710,South Africa,2018,2.414,1.109,20.663,5924.969,63.62,27.238,2729.673,2.536,1.368,11.143,1.031,0.380319165
121,2072,Belt-Road Initiative: Pacific,2008,3.372,1.486,24.996,1578.382,68.71,40.512,494.503,0.584,1.776,17.165,1.07,0.541136928
317,1746,ECLAC: The Caribbean,2013,1.962,0.926,14.873,909.118,75.76,14.954,456.755,-5.966,0.143,7.4,1.05,0.269148935
578,624,Guinea-Bissau,2013,4.9,2.006,38.104,310.532,55.94,68.104,88.921,-0.86,2.637,27.193,1.03,0.22489328
1088,626,Timor-Leste,2013,4.4,1.985,29.222,167.285,67.67,44.893,36.479,-4.896,1.797,22.85,1.05,0.827677035
682,428,Latvia,2008,1.493,0.718,10.475,114.464,71.55,7.799,161.001,-7.925,-1.219,-4.259,1.041,0.333702365
1165,2036,UNICEF Regions: East Asia and Pacific,2008,1.827,0.825,14.525,159687.446,73.48,21.317,75598.366,-0.405,0.724,7.649,1.12,0.733611724
603,356,India,2018,2.24,1.002,18.02,121188.663,69.27,32,48673.244,-0.396,1.039,10.783,1.099,0.706169089
915,1570,Organization of the Islamic Conference (OIC),2018,3.346,1.468,26.386,240263.576,67.48,40.479,63259.402,-0.458,1.9,19.439,1.05,0.754441057
33,8,Albania,2018,1.62,0.764,11.794,170.074,78.38,8.026,112.79,-4.854,-0.088,3.973,1.086,0.668128123
750,450,Madagascar,2018,4.109,1.868,32.816,4259.994,66.49,29.04,795.566,-0.058,2.667,26.687,1.03,0.533086687
107,2067,Belt-Road Initiative (BRI),2013,3.079,1.35,24.254,367568.877,67.85,41.16,121155.339,-0.069,1.62,16.26,1.05,0.430699455
1078,760,Syrian Arab Republic,2008,3.7,1.758,29.992,2978.473,74.45,14.962,347.123,3.726,3.028,26.497,1.05,0.24920624
1108,1735,UN-ECE: member countries,2008,1.808,0.848,12.796,78204.05,75.47,10.436,60093.361,2.448,0.541,2.963,1.06,0.34458255
610,368,Iraq,2008,4.399,2.01,33.438,4736.877,68,31.727,815.068,-7.78,1.992,27.684,1.065,0.132753009
1093,776,Tonga,2008,4.034,1.885,28.243,14.467,69.86,14.379,3.632,-15.152,0.6,21.152,1.05,0.397453825
885,905,Northern America,2018,1.753,0.843,11.813,21438.111,79.15,5.7,15581.517,3.296,0.652,3.227,1.05,0.659006516
1042,1564,Southern African Development Community (SADC),2008,4.979,2.015,38.364,50144.95,53.65,70.097,16326.909,-0.183,2.573,25.873,1.03,0.706144183
819,504,Morocco,2018,2.42,1.136,19.053,3409.201,76.33,19.862,905.146,-1.437,1.256,13.994,1.06,0.545915851
1299,1543,West African Economic and Monetary Union (UEMOA),2018,5.316,2.243,38.78,23640.627,60.6,53.528,5307.726,-0.774,2.935,30.073,1.04,0.636292907
190,921,Central and Southern Asia,2008,2.871,1.247,23.661,202445.979,65.92,51.128,64340.509,-1.148,1.5,16.141,1.09,0.291836672
1329,716,Zimbabwe,2018,3.626,1.62,30.845,2211.423,60.83,38.74,578.844,-8.15,1.463,22.771,1.02,0.166120128
300,1106,Denmark (and dependencies),2018,1.769,0.854,10.726,313.488,80.59,3.417,283.746,2.565,0.358,1.018,1.06,0.220426085
53,533,Aruba,2013,1.8,0.858,11.058,5.695,75.37,14.784,4.272,2.433,0.52,2.763,1.05,0.628566834
77,31,Azerbaijan,2013,2.09,0.93,19.134,892.385,71.57,31.389,310.605,0.182,1.266,12.474,1.158,0.876876478
503,1544,European Free Trade Agreement (EFTA),2013,1.648,0.795,10.985,739.182,82.29,3.242,543.58,9.182,1.209,2.907,1.05,0.583335725
287,384,C̫te d'Ivoire,2013,4.95,2.004,36.922,4039.215,54.63,67.463,1266.022,-0.731,2.465,25.349,1.03,0.873039331
394,2050,ESCAP: low HDI,2008,2.948,1.272,24.028,197529.545,65.39,52.998,63231.579,-1.24,1.51,16.336,1.09,0.612729906
458,1547,Economic Cooperation Organization (ECO),2013,3.02,1.35,25.223,56467.199,69.2,47.579,14564.306,0.234,1.897,18.717,1.07,0.697798344
547,300,Greece,2008,1.416,0.678,10.16,561.647,80.01,3.48,528.034,-6.707,-0.61,0.608,1.068,0.987680707
689,941,Least developed countries,2013,4.311,1.852,33.515,148952.409,62.44,54.739,36810.911,-1.716,2.354,25.232,1.04,0.001406195
1153,1590,UNICEF Programme Regions: Middle East and North Africa (MENARO),2008,3.037,1.395,25.021,49015.992,70.62,28.14,10607.862,1.727,2.135,19.606,1.05,0.9999441
16,2081,African Union: Eastern Africa,2008,5.352,2.22,38.881,54483.844,58.27,59.612,13677.574,-1.271,2.789,29.12,1.03,0.942165588
1032,1321,South Asian Association for Regional Cooperation (SAARC),2018,2.404,1.075,19.582,176522.524,69.1,36.915,63285.611,-0.689,1.188,12.561,1.09,0.480705176
12,1560,African Union,2018,4.44,1.904,33.642,212010.807,62.64,47.477,51607.417,-0.366,2.512,25.453,1.04,0.032875195
728,1482,Less developed: Oceania,2013,3.647,1.612,27.616,1495.413,64.99,41.116,408.716,-2.278,1.78,20.068,1.08,0.476048873
696,1476,Least developed: Asia,2018,2.458,1.131,21.411,35548.286,69.36,34.846,10354.747,-1.909,1.327,15.174,1.05,0.949299781
702,1478,Least developed: Oceania,2018,4.153,1.93,31.333,166.185,71.35,20.088,25.502,-2.206,2.435,26.525,1.06,0.785172382
1264,1511,WB region: Latin America and Caribbean (excluding high income),2008,2.266,1.064,19.266,48534.003,73.13,21.147,14404.092,-1.435,1.212,13.548,1.05,0.203710029
793,1517,Middle-income countries,2008,2.469,1.079,20.204,505810.368,67.98,40.313,192860.747,-0.772,1.173,12.5,1.09,0.062521425
928,604,Peru,2008,2.68,1.257,21.943,3121.021,73.66,18.134,756.73,-8.456,0.817,16.623,1.05,0.995510748
479,748,Eswatini,2013,3.135,1.321,28.559,154.851,50.67,51.609,73.886,-7.702,0.723,14.932,1.026,0.190293873
940,620,Portugal,2008,1.372,0.66,9.747,514.256,79.28,3.316,518.822,1.746,0.166,-0.086,1.06,0.360255141
411,2052,ESCAP: upper middle HDI,2018,2.031,0.972,15.8,31051.303,74.48,8.869,16171.016,0.855,0.843,7.571,1.06,0.682320183
721,1480,Less developed: Asia,2008,2.349,1.032,19.146,379609.261,69.45,37.619,138840.939,-0.473,1.167,12.143,1.1,0.254222402
653,2089,LLDC: Europe,2013,1.347,0.641,11.061,340.328,72.36,12.368,331.239,-0.516,-0.022,0.295,1.07,0.767561583
1109,1735,UN-ECE: member countries,2013,1.809,0.852,12.552,78802.25,77.15,8.466,59886.749,2.325,0.534,3.013,1.06,0.860696402
507,1549,European Union (EU: 15),2018,1.602,0.768,9.807,19931.312,82.02,3.004,20060.349,3.049,0.299,-0.063,1.05,0.927004978
379,2047,ESCAP: WB Upper middle income econ.,2008,1.651,0.751,13.323,117474.714,72.81,17.56,65421.807,0.017,0.592,5.904,1.14,0.489605626
1161,1592,UNICEF Programme Regions: West and Central Africa (WCARO),2018,5.275,2.136,38.002,97532.845,57.75,59.33,26067.455,-0.355,2.753,27.845,1.04,0.224730339
378,2046,ESCAP: WB Lower middle income econ.,2018,2.378,1.072,19.272,226050.182,69.75,32.672,80714.833,-0.741,1.165,12.391,1.08,0.780071893
152,100,Bulgaria,2013,1.516,0.725,9.428,344.707,74.25,8.318,545.509,-0.669,-0.616,-5.492,1.06,0.671351989
1166,2036,UNICEF Regions: East Asia and Pacific,2013,1.848,0.839,14.189,161681.227,74.92,16.271,79658.458,-0.119,0.708,7.198,1.11,0.815893184
691,1475,Least developed: Africa,2008,5.802,2.325,41.62,101966.147,55.89,71.548,27826.252,-0.929,2.939,30.262,1.03,0.80590141
475,233,Estonia,2008,1.662,0.794,11.538,77.529,73.78,4.746,85.931,-2.255,-0.351,-1.251,1.064,0.570365548
633,398,Kazakhstan,2018,2.764,1.312,21.377,1942.522,73.22,7.669,647.828,-0.99,1.326,14.248,1.067,0.86621353
712,948,"Less developed regions, excluding China",2008,3.146,1.358,25.499,528743.99,65.33,49.412,162999.23,-0.731,1.692,17.638,1.06,0.953385198
362,1059,ESCAP: Least Developed Countries (LDCs),2013,2.57,1.164,22.293,31942.213,68.02,39.962,9332.126,-3.248,1.254,15.78,1.05,0.986785317
514,246,Finland,2008,1.84,0.892,11.22,298.016,79.54,2.715,248.717,2.167,0.402,1.856,1.044,0.81577782
1286,1595,WHO: Eastern Mediterranean Region (EMRO),2013,3.431,1.537,27.537,86249.266,68.82,42.726,19298.083,-0.232,2.116,21.376,1.06,0.548137351
236,2078,Commonwealth: Europe,2013,1.853,0.896,12.409,4108.583,80.86,4.067,2978.802,4.042,0.745,3.412,1.05,0.802370286
678,1532,Latin American Integration Association (ALADI),2018,1.988,0.944,15.968,44772.819,75.59,13.896,17700.386,-0.477,0.918,9.655,1.05,0.836858617
198,830,Channel Islands,2018,1.502,0.722,9.837,8.343,82.84,6.116,6.622,7.964,0.999,2.029,1.057,0.921429618
640,414,Kuwait,2008,2.4,1.153,20.921,275.226,73.85,9.735,33.029,36.449,5.521,18.41,1.045,0.074152961
730,430,Liberia,2008,5.2,2.123,38.617,686.361,58.1,72.884,188.701,9.879,3.799,28,1.054,0.739471006
493,1506,Europe (48),2008,1.557,0.736,10.877,39857.076,75.3,6.433,41375.15,2.359,0.194,-0.415,1.06,0.481448509
324,1074,ESCAP region: North and Central Asia,2018,2.197,1.008,16.21,18941.768,72.18,13.047,12178.283,0.483,0.627,5.788,1.06,0.930332814
